	SubjectID1	SubjectID2	Group1	Group2	Distance
378	L2S155	L5S240	No	Yes	0.9423076923076923
379	L2S175	L1S8	No	Yes	0.9739130434782609
380	L2S175	L3S242	No	Yes	0.97
381	L2S175	L5S104	No	Yes	0.8617021276595744
382	L2S175	L1S140	No	Yes	0.9851851851851852
383	L2S175	L2S240	No	Yes	0.875
384	L2S175	L3S378	No	Yes	0.9910714285714286
385	L2S175	L5S240	No	Yes	0.90625
386	L2S204	L1S8	No	Yes	0.9727272727272728
387	L2S204	L3S242	No	Yes	0.9791666666666666
388	L2S204	L5S104	No	Yes	0.9696969696969697
389	L2S204	L1S140	No	Yes	0.9846153846153847
390	L2S204	L2S240	No	Yes	0.9532710280373832
391	L2S204	L3S378	No	Yes	0.9906542056074766
392	L2S204	L5S240	No	Yes	0.9690721649484536
393	L2S222	L1S8	No	Yes	0.9810126582278481
394	L2S222	L3S242	No	Yes	0.9861111111111112
395	L2S222	L5S104	No	Yes	0.9795918367346939
396	L2S222	L1S140	No	Yes	0.9830508474576272
397	L2S222	L2S240	No	Yes	0.961038961038961
398	L2S222	L3S378	No	Yes	0.987012987012987
399	L2S222	L5S240	No	Yes	0.9722222222222222
400	L3S294	L1S8	No	Yes	0.9859154929577465
401	L3S294	L3S242	No	Yes	0.9821428571428571
402	L3S294	L5S104	No	Yes	0.9298245614035088
403	L3S294	L1S140	No	Yes	0.9888888888888889
404	L3S294	L2S240	No	Yes	0.890625
405	L3S294	L3S378	No	Yes	0.9848484848484849
406	L3S294	L5S240	No	Yes	0.9464285714285714
407	L3S313	L1S8	No	Yes	0.961038961038961
408	L3S313	L3S242	No	Yes	0.9516129032258065
409	L3S313	L5S104	No	Yes	0.85
410	L3S313	L1S140	No	Yes	0.96875
411	L3S313	L2S240	No	Yes	0.8208955223880597
412	L3S313	L3S378	No	Yes	0.9864864864864865
413	L3S313	L5S240	No	Yes	0.864406779661017
414	L3S341	L1S8	No	Yes	0.987012987012987
415	L3S341	L3S242	No	Yes	0.95
416	L3S341	L5S104	No	Yes	0.953125
417	L3S341	L1S140	No	Yes	1.0
418	L3S341	L2S240	No	Yes	0.9305555555555556
419	L3S341	L3S378	No	Yes	0.971830985915493
420	L3S341	L5S240	No	Yes	0.9516129032258065
421	L3S360	L1S8	No	Yes	1.0
422	L3S360	L3S242	No	Yes	1.0
423	L3S360	L5S104	No	Yes	0.9863013698630136
424	L3S360	L1S140	No	Yes	0.9902912621359223
425	L3S360	L2S240	No	Yes	0.975609756097561
426	L3S360	L3S378	No	Yes	0.9743589743589743
427	L3S360	L5S240	No	Yes	0.9565217391304348
428	L5S155	L1S8	No	Yes	0.9629629629629629
429	L5S155	L3S242	No	Yes	0.9210526315789473
430	L5S155	L5S104	No	Yes	0.5483870967741935
431	L5S155	L1S140	No	Yes	0.9864864864864865
432	L5S155	L2S240	No	Yes	0.5897435897435898
433	L5S155	L3S378	No	Yes	0.9591836734693877
434	L5S155	L5S240	No	Yes	0.4642857142857143
435	L5S174	L1S8	No	Yes	0.9836065573770492
436	L5S174	L3S242	No	Yes	0.9555555555555556
437	L5S174	L5S104	No	Yes	0.5
438	L5S174	L1S140	No	Yes	1.0
439	L5S174	L2S240	No	Yes	0.5121951219512195
440	L5S174	L3S378	No	Yes	0.9821428571428571
441	L5S174	L5S240	No	Yes	0.5151515151515151
442	L5S203	L1S8	No	Yes	0.9838709677419355
443	L5S203	L3S242	No	Yes	0.9565217391304348
444	L5S203	L5S104	No	Yes	0.5142857142857142
445	L5S203	L1S140	No	Yes	0.9876543209876543
446	L5S203	L2S240	No	Yes	0.6521739130434783
447	L5S203	L3S378	No	Yes	0.9642857142857143
448	L5S203	L5S240	No	Yes	0.5294117647058824
449	L5S222	L1S8	No	Yes	0.9827586206896551
450	L5S222	L3S242	No	Yes	0.9523809523809523
451	L5S222	L5S104	No	Yes	0.45161290322580644
452	L5S222	L1S140	No	Yes	1.0
453	L5S222	L2S240	No	Yes	0.55
454	L5S222	L3S378	No	Yes	0.9811320754716981
455	L5S222	L5S240	No	Yes	0.4666666666666667
456	L1S208	L1S8	No	Yes	0.8556701030927835
457	L1S208	L3S242	No	Yes	0.8837209302325582
458	L1S208	L5S104	No	Yes	0.9795918367346939
459	L1S208	L1S140	No	Yes	0.7
460	L1S208	L2S240	No	Yes	0.9814814814814815
461	L1S208	L3S378	No	Yes	0.7674418604651163
462	L1S208	L5S240	No	Yes	0.9791666666666666
463	L1S257	L1S8	No	Yes	0.8863636363636364
464	L1S257	L3S242	No	Yes	0.9078947368421053
465	L1S257	L5S104	No	Yes	1.0
466	L1S257	L1S140	No	Yes	0.6704545454545454
467	L1S257	L2S240	No	Yes	1.0
468	L1S257	L3S378	No	Yes	0.7083333333333334
469	L1S257	L5S240	No	Yes	0.9880952380952381
470	L1S281	L1S8	No	Yes	0.8764044943820225
471	L1S281	L3S242	No	Yes	0.8961038961038961
472	L1S281	L5S104	No	Yes	1.0
473	L1S281	L1S140	No	Yes	0.6923076923076923
474	L1S281	L2S240	No	Yes	1.0
475	L1S281	L3S378	No	Yes	0.6986301369863014
476	L1S281	L5S240	No	Yes	0.9883720930232558
477	L2S309	L1S8	No	Yes	0.9770114942528736
478	L2S309	L3S242	No	Yes	0.9577464788732394
479	L2S309	L5S104	No	Yes	0.9459459459459459
480	L2S309	L1S140	No	Yes	0.9615384615384616
481	L2S309	L2S240	No	Yes	0.9
482	L2S309	L3S378	No	Yes	0.95
483	L2S309	L5S240	No	Yes	0.9142857142857143
484	L2S357	L1S8	No	Yes	0.948051948051948
485	L2S357	L3S242	No	Yes	0.9354838709677419
486	L2S357	L5S104	No	Yes	0.8888888888888888
487	L2S357	L1S140	No	Yes	0.9690721649484536
488	L2S357	L2S240	No	Yes	0.8732394366197183
489	L2S357	L3S378	No	Yes	0.972972972972973
490	L2S357	L5S240	No	Yes	0.8852459016393442
491	L2S382	L1S8	No	Yes	0.9932432432432432
492	L2S382	L3S242	No	Yes	0.9848484848484849
493	L2S382	L5S104	No	Yes	0.9133858267716536
494	L2S382	L1S140	No	Yes	0.9940119760479041
495	L2S382	L2S240	No	Yes	0.9117647058823529
496	L2S382	L3S378	No	Yes	0.993006993006993
497	L2S382	L5S240	No	Yes	0.9291338582677166
498	L4S63	L1S8	No	Yes	0.994535519125683
499	L4S63	L3S242	No	Yes	0.9880239520958084
500	L4S63	L5S104	No	Yes	0.9451219512195121
501	L4S63	L1S140	No	Yes	0.985
502	L4S63	L2S240	No	Yes	0.9235294117647059
503	L4S63	L3S378	No	Yes	0.9943820224719101
504	L4S63	L5S240	No	Yes	0.937888198757764
505	L4S112	L1S8	No	Yes	0.9791666666666666
506	L4S112	L3S242	No	Yes	0.9767441860465116
507	L4S112	L5S104	No	Yes	0.912
508	L4S112	L1S140	No	Yes	0.9878048780487805
509	L4S112	L2S240	No	Yes	0.8854961832061069
510	L4S112	L3S378	No	Yes	0.9929078014184397
511	L4S112	L5S240	No	Yes	0.9105691056910569
512	L4S137	L1S8	No	Yes	0.9929577464788732
513	L4S137	L3S242	No	Yes	0.9841269841269841
514	L4S137	L5S104	No	Yes	0.8813559322033898
515	L4S137	L1S140	No	Yes	0.9875
516	L4S137	L2S240	No	Yes	0.873015873015873
517	L4S137	L3S378	No	Yes	0.9927007299270073
518	L4S137	L5S240	No	Yes	0.8983050847457628
519	L6S20	L1S8	No	Yes	0.9850746268656716
520	L6S20	L3S242	No	Yes	0.9607843137254902
521	L6S20	L5S104	No	Yes	0.575
522	L6S20	L1S140	No	Yes	0.9883720930232558
523	L6S20	L2S240	No	Yes	0.5434782608695652
524	L6S20	L3S378	No	Yes	0.9672131147540983
525	L6S20	L5S240	No	Yes	0.42857142857142855
526	L6S68	L1S8	No	Yes	0.9852941176470589
527	L6S68	L3S242	No	Yes	0.9615384615384616
528	L6S68	L5S104	No	Yes	0.6511627906976745
529	L6S68	L1S140	No	Yes	1.0
530	L6S68	L2S240	No	Yes	0.5833333333333334
531	L6S68	L3S378	No	Yes	0.9841269841269841
532	L6S68	L5S240	No	Yes	0.4864864864864865
533	L6S93	L1S8	No	Yes	0.9871794871794872
534	L6S93	L3S242	No	Yes	0.967741935483871
535	L6S93	L5S104	No	Yes	0.6666666666666666
536	L6S93	L1S140	No	Yes	0.9896907216494846
537	L6S93	L2S240	No	Yes	0.631578947368421
538	L6S93	L3S378	No	Yes	0.9722222222222222
539	L6S93	L5S240	No	Yes	0.5957446808510638
0	L3S242	L1S8	Yes	Yes	0.5526315789473685
1	L5S104	L1S8	Yes	Yes	0.9649122807017544
2	L5S104	L3S242	Yes	Yes	0.926829268292683
3	L1S140	L1S8	Yes	Yes	0.7464788732394366
4	L1S140	L3S242	Yes	Yes	0.8615384615384616
5	L1S140	L5S104	Yes	Yes	1.0
6	L2S240	L1S8	Yes	Yes	0.9852941176470589
7	L2S240	L3S242	Yes	Yes	0.9615384615384616
8	L2S240	L5S104	Yes	Yes	0.5853658536585366
9	L2S240	L1S140	Yes	Yes	0.9885057471264368
10	L3S378	L1S8	Yes	Yes	0.8181818181818182
11	L3S378	L3S242	Yes	Yes	0.8095238095238095
12	L3S378	L5S104	Yes	Yes	0.9811320754716981
13	L3S378	L1S140	Yes	Yes	0.6229508196721312
14	L3S378	L2S240	Yes	Yes	0.967741935483871
15	L5S240	L1S8	Yes	Yes	0.9821428571428571
16	L5S240	L3S242	Yes	Yes	0.95
17	L5S240	L5S104	Yes	Yes	0.5161290322580645
